place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score
Rừng Na Uy,thiên nhiên,1,29700,659100,524,,https://www.tiktok.com/@quanhchilllamm/video/7593951981899631880,1,105.61
Bánh canh cua Luxury,chợ quán,1,13000,716100,177400,,https://www.tiktok.com/@kuti20297/video/7463821415771278610,1,94.61
Dưới tán anh đào,cafe,1,35300,385800,19600,,https://www.tiktok.com/@duoitananhdao/video/7632578262715157767,1,83.88
Miendumuc,cafe,1,50700,207600,146700,,https://www.tiktok.com/@min.du.mc/video/7635592961463569685,0,81.46
Fairytale Land,địa điểm checkin,1,31900,226400,16000,,https://www.tiktok.com/@dalat_fairytale_land/video/7448631956603981074,1,64.54
Đêm nhạc Ở Lại Mây,địa điểm checkin,1,3388,312700,9115,,https://www.tiktok.com/@olaimay.dalat/video/7622118181519232274,1,44.66
Tiệm Cơm Hồi Đó,chợ quán,1,5057,271200,74000,平价,https://www.tiktok.com/@sayhihuy/video/7351351906515619090,1,42.18
Lang farm,địa điểm checkin,1,2866,263800,54100,,https://www.tiktok.com/@langfarmcenter/video/7527934538673032449,1,39.25
Bản Lèo,thiên nhiên,1,6061,226600,25300,,https://www.tiktok.com/@dicungdalat/video/7636190646923169031,1,38.72
DalangFarm,địa điểm checkin,1,7201,174200,972,,https://www.tiktok.com/@dalangdalat/video/7613347098100124946,1,34.62
Rừng Giao Hưởng,thiên nhiên,1,3597,202900,8893,,https://www.tiktok.com/@runggiaohuong/video/7620294626150288660,1,33.89
Mộc Quán BBQ,chợ quán,1,1404,202100,71900,,https://www.tiktok.com/@tungnuitravel/video/7445286601103510801,0,31.61
Quảng Trường Lâm Viên,địa điểm checkin,1,18500,21400,128900,,https://www.tiktok.com/@myandangdoiban999/video/7587644118529101072,1,30.64
Tiệm cà phê Dốc thị,cafe,1,3653,145500,200300,,https://www.tiktok.com/@tuthoreview/video/7499085053125823764,1,28.2
Quán lẩu nướng Cô Xuân,chợ quán,1,2311,137100,315100,,https://www.tiktok.com/@bananzidong/video/7490785825370688776,1,26.02
Ana Mandara Đà Lạt,khách sạn,1,981,144400,11900,,https://www.tiktok.com/@huykutis/video/7256324410284444934,1,25.42
Nhà Của Thông,địa điểm checkin,1,1656,100600,25300,,https://www.tiktok.com/@dicungdalat/video/7628756995616607506,1,21.72
6 con dốc,địa điểm checkin,1,1781,99300,42900,,https://www.tiktok.com/@dihetdalat/video/7549544110693174536,1,21.71
Tiệm cf Nàng Dalat,cafe,1,1575,97000,23900,,https://www.tiktok.com/@tiemcafenangdalat/video/7418937812419988743,1,21.27
Bếp Hứa Gia,nhà hàng,1,1090,77500,14600,,https://www.tiktok.com/@dienodalat.py/video/7630321185460440338,1,18.84
Bún bò An Cựu,chợ quán,1,329,72300,33500,,https://www.tiktok.com/@lacaphee/video/7632515240151747858,1,17.56
Lách Tách,chợ quán,1,3107,38400,178,55ka/ người,https://www.tiktok.com/@lachtachdalat/video/7431492075218128146,1,16.95
Đôi Đũa Có Cơm Niêu,quán ăn,1,1550,52700,4250,,https://www.tiktok.com/@doiduadalat/video/7503154580214091016,0,16.82
Top 5 khách sạn 4 sao Đà Lạt sang trọng,khách sạn,1,420,62700,8225,4 sao,https://www.tiktok.com/@dalatcungtico/video/7217422273534266629,1,16.69
Quán ăn vặt guột,chợ quán,1,1908,47200,62100,,https://www.tiktok.com/@_dmylinh/video/7299428100247506184,0,16.63
Mercure Dalat Resort,khách sạn,1,184,58700,94,,https://www.tiktok.com/@datng.booking/video/7341378314323447060,1,16.05
Lẩu gà lá é Tạo Ngộ,chợ quán,1,750,42400,74000,,https://www.tiktok.com/@sayhihuy/video/7350238587985726738,1,14.99
Reo,cafe,1,1518,34600,102900,,https://www.tiktok.com/@reodalat/video/7635682789181885703,1,14.98
5 địa điểm có hoa phượng tím tại Đà Lạt,địa điểm checkin,1,603,40100,42900,,https://www.tiktok.com/@dihetdalat/video/7612572085180845333,0,14.61
Quán ăn Mẹ Con Huế,chợ quán,1,515,32800,4487,,https://www.tiktok.com/@meconhueodalat/video/7612220469835517205,0,13.8
Mood Cine,cafe,1,657,25700,944,,https://www.tiktok.com/@cineboxdalatt/video/7532168614066130184,1,13.23
Tiệm Nhà Út,chợ quán,1,116,30200,1938,,https://www.tiktok.com/@duy.dalat/video/7303144569539988744,1,13.14
Thảo Muốn Nói,cafe,1,281,26600,14700,,https://www.tiktok.com/@thaodimuonnoi/video/7517469830358846728,1,12.94
Cà phê xanh lùn,cafe,1,524,16800,6386,,https://www.tiktok.com/@gaaaconn/video/7480527027444010247,1,12.2
Kissa Cafe & Diner,cafe,1,516,16700,1400000,,https://www.tiktok.com/@kl.foodie/video/7638513319166463252,0,12.19
Say xưa,chợ quán,1,103,16500,8205,,https://www.tiktok.com/@bocauzotriiudalat/video/7524263642276105479,1,11.75
Canh Homestay Dalat,homestay,1,490,12300,749,,https://www.tiktok.com/@gacnhohomestay/video/7626078738307878164,1,11.72
Phủ Phê Đà Lạt,nhà hàng,1,51,9219,402,,https://www.tiktok.com/@phuphedl/video/7455275974356258056,1,10.97
Tiệm ăn HoaVenRừng,nhà hàng,1,232,7162,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7520852332108614930,1,10.95
Chè và bún huế,chợ quán,1,126,6843,1322,,https://www.tiktok.com/@ngocdilacreview/video/7638502808114760980,0,10.81
Nơi nào cafe đẹp,cafe,1,36,6144,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,0,10.65
Café sáng sớm Đà Lạt,cafe,1,36,6144,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,0,10.65
Rendez-vous,cafe,1,18,4346,240,,https://www.tiktok.com/@rendezvous_dalat/video/7523389423199849735,1,10.45
Hoa Ven Rừng,địa điểm checkin,1,104,2500,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7521937649511238920,1,10.35
Café Miền Du,cafe,1,247,761,2718,,https://www.tiktok.com/@chau.giang.dng/video/7632565519182236936,1,10.32
Quán cà phê ấm áp,chợ quán,1,68,1485,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7565844061144239367,0,10.22
Tiệm Cafe Nhớ Hoài,cafe,1,62,1523,116,,https://www.tiktok.com/@langthanglk/video/7552701224886275336,1,10.21
Orio Homestay,homestay,1,29,1324,11100,,https://www.tiktok.com/@oriodalat/video/7638548448559500564,1,10.16
Tiệm cà phê trong Rừng,cafe,1,26,592,113,,https://www.tiktok.com/@vudasar/video/7590390530903641364,1,10.09
cà phê REO,cafe,1,21,634,310,,https://www.tiktok.com/@mimiatwork11/video/7633298477916753173,1,10.08
Ly Cafe,cafe,1,18,393,252300,,https://www.tiktok.com/@nguyenpalmas/video/7638304600553950472,1,10.06
Café Sáng Ngã 3 Thác Pongour,cafe,1,23,326,1000,,https://www.tiktok.com/@smile.life.good/video/7593566255378926856,1,10.06
Vu Homestay Đà Lạt,homestay,1,24,304,3886,"3.x.x – 4.x.x /đêm, 5.x.x – 7.x.x /đêm",https://www.tiktok.com/@vuhomestaydalat25/video/7585116320832752903,1,10.05
Đặc Sản Nhà Tôm,chợ quán,1,5,437,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7455682538518990087,0,10.05
Tam Giác Mạch,cafe,1,2,147,2,,https://www.tiktok.com/@gocnho.dalat/video/7030058273285934363,1,10.02
Edin Cafe,cafe,1,2,102,126,,https://www.tiktok.com/@moonlightfloralrva/video/7638872527711915294,1,10.01
Vạn Hoa Đà Lạt,địa điểm checkin,1,1,67,8007,,https://www.tiktok.com/@kdlvanhoadalat/video/7638834313928199445,1,10.01
Camping Lý tưởng,địa điểm checkin,1,6,77,58,,https://www.tiktok.com/@_dalatxinhdep/video/6996251672645340417,1,10.01
Quán siêu xinh,quán cà phê mây | Cafe May,1,3,39,2582,,https://www.tiktok.com/@gocnhodalat_01/video/7407332379066518791,0,10.01
