place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Tiệm cf Nàng Dalat,cafe,1,1575,97000,23900,,https://www.tiktok.com/@tiemcafenangdalat/video/7418937812419988743,1,21.27,,Nàng Dalat,ChIJieWxjYkTcTERTK0dri69we4,"18/2 Đường Khởi Nghĩa Bắc Sơn, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9347198,108.4507834,4.6,515,,0911 229 393,,OPERATIONAL,Thứ Hai: 05:30–22:00 | Thứ Ba: 05:30–22:00 | Thứ Tư: 05:30–22:00 | Thứ Năm: 05:30–22:00 | Thứ Sáu: 05:30–22:00 | Thứ Bảy: 05:30–22:00 | Chủ Nhật: 05:30–22:00,05:30,22:00,65.0,26.27,28.73,0.0046,0.6429,0.26,330,1320,60,True
Quán Cà phê Hoa Xương Rồng,cafe,2,2665,108700,184,,https://www.tiktok.com/@caphedalat01/video/7414005832070860040 | https://www.tiktok.com/@caphedalat01/video/7432858277999922440,2,19.49,,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,ChIJj46WxHMTcTERcfvCk3rrwv0,"89 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66117, Việt Nam",11.9337549,108.4652509,4.4,633,,0925 903 634,https://hoaxuongrong.vn/,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,80.0,43.53,28.39,0.0096,0.6352,0.2598,390,1320,60,True
Delight Park Đà Lạt,địa điểm checkin,1,2444,144300,111100,,https://www.tiktok.com/@nhanphepha/video/7610772204464164117,1,26.87,,Delight Park Dalat,ChIJg8vJa9UTcTER5OVTIDW4c8c,"113 Hồ Xuân Hương, Ward 9, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9582632,108.4744012,4.6,493,,,https://delightparkdalat.com/,OPERATIONAL,Thứ Hai: 09:00–22:00 | Thứ Ba: 09:00–22:00 | Thứ Tư: 09:00–22:00 | Thứ Năm: 09:00–22:00 | Thứ Sáu: 09:00–22:00 | Thứ Bảy: 09:00–22:00 | Chủ Nhật: 09:00–22:00,09:00,22:00,100,31.87,28.53,0.0062,0.6384,0.2591,540,1320,30,True
Ly Cafe,cafe,1,18,393,252300,,https://www.tiktok.com/@nguyenpalmas/video/7638304600553950472,1,10.06,,Le J' cafe,ChIJJxprLIQTcTERofArpAanDL4,"Hẻm 51 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9421896,108.4517296,4.8,403,2,0378 750 757,https://lejcafe.com/pages/contact-us,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: Đóng cửa | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,75.0,15.06,28.81,0.0014,0.6446,0.2587,450,1020,60,True
Rừng Na Uy,thiên nhiên,2,33297,862000,8893,,https://www.tiktok.com/@quanhchilllamm/video/7593951981899631880,2,139.5,Rừng Giao Hưởng,RỪNG NA UY cafe,ChIJz36ouy4TcTERPOzEvMjQig4,"Unnamed, Road, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.938013,108.4831848,4.6,288,,0979 888 850,https://www.tiktok.com/@rungnauycafe.dalat?_t=8iRtuOWMkUr&_r=1,OPERATIONAL,Thứ Hai: 08:00–19:00 | Thứ Ba: 08:00–19:00 | Thứ Tư: 08:00–19:00 | Thứ Năm: 08:00–19:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–19:00,08:00,19:00,95.0,149.5,26.07,0.0399,0.5833,0.2572,480,1140,90,True
Cà phê Bản Lèo,cafe,4,44027,1235200,568600,,https://www.tiktok.com/@suoibinhyen/video/7596534131127749909,4,207.55,Bản Lèo,Bản cà phê Đà Lạt,ChIJ8bKlkn4TcTERDedelu-4BUE,"xuống dốc cạnh villa DT, Hẻm 29 3/4, Phường 3, Đà Lạt, Lâm Đồng, Việt Nam",11.9257807,108.4494338,4.9,145,,0333 994 782,,OPERATIONAL,Thứ Hai: 08:00–19:00 | Thứ Ba: 08:00–19:00 | Thứ Tư: 08:00–19:00 | Thứ Năm: 08:00–19:00 | Thứ Sáu: 08:00–19:00 | Thứ Bảy: 08:00–19:00 | Chủ Nhật: 08:00–19:00,08:00,19:00,83.33333333333334,227.55,24.42,0.0622,0.5464,0.2559,480,1140,60,True
The Lam,chợ quán,1,784,74700,2125,80k,https://www.tiktok.com/@thelam35lytutrong/video/7564221039358561544,1,18.25,,The Lam,ChIJQ7IjLAATcTERBJCWUvkNW4U,"Đường Lý Tự Trọng/35 Cũ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9464031,108.438054,4.7,411,,0704 586 266,,OPERATIONAL,Thứ Hai: 04:00–21:30 | Thứ Ba: 04:00–21:30 | Thứ Tư: 04:00–21:30 | Thứ Năm: 04:00–21:30 | Thứ Sáu: 04:00–21:30 | Thứ Bảy: 04:00–21:30 | Chủ Nhật: 04:00–21:30,04:00,21:30,100,23.25,28.3,0.0038,0.6332,0.2556,240,1290,45,True
Bánh Tráng Nướng Đà Lạt,chợ quán,4,169064,3083500,87800,,https://www.tiktok.com/@nhienthichan/video/7042878105987468546,2,517.41,,Bánh tráng nướng 68 Đà Lạt,ChIJFfLlamgTcTERvftAs5J5CJU,"57 Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9397237,108.4555282,4.9,41,,0812 336 374,,OPERATIONAL,Thứ Hai: 09:00–23:00 | Thứ Ba: 09:00–23:00 | Thứ Tư: 09:00–23:00 | Thứ Năm: 09:00–23:00 | Thứ Sáu: 09:00–23:00 | Thứ Bảy: 09:00–23:00 | Chủ Nhật: 09:00–23:00,09:00,23:00,100,527.41,18.31,0.148,0.4098,0.2527,540,1380,45,True
Happy Hill Coffee,cafe,2,6213,223000,1288,,https://www.tiktok.com/@happyhill...dalat/video/7637101558462991624,2,48.51,,Happy Hill Coffee ( Đảo trái tim Hồ Tuyền Lâm ),ChIJfS9WdABrcTERYnkoc7Eg1e4,"VCM9+H4, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.883855,108.4183732,4.1,697,,0918 733 113,https://www.facebook.com/phimtruonghappyhill,OPERATIONAL,Thứ Hai: 07:00–17:30 | Thứ Ba: 07:00–17:30 | Thứ Tư: 07:00–17:30 | Thứ Năm: 07:00–17:30 | Thứ Sáu: 07:00–17:30 | Thứ Bảy: 07:00–17:30 | Chủ Nhật: 07:00–17:30,07:00,17:30,71.66666666666666,58.51,26.85,0.0139,0.6008,0.2486,420,1050,60,True
Homestay Đà Lạt,homestay,3,23821,592600,2400000,,https://www.tiktok.com/@thuykieu_2802/video/7635674359092333831 | https://www.tiktok.com/@hanyu339/video/7635585864441138452,3,101.56,,Củi Homestay,ChIJqUf42U4TcTERJQ0FAL88LM4,"Số mới:, 120 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9212051,108.4361851,4.4,323,,0911 662 070,https://www.facebook.com/DalatCuihomes,OPERATIONAL,Thứ Hai: 06:00–23:00 | Thứ Ba: 06:00–23:00 | Thứ Tư: 06:00–23:00 | Thứ Năm: 06:00–23:00 | Thứ Sáu: 06:00–23:00 | Thứ Bảy: 06:00–23:00 | Chủ Nhật: 06:00–23:00,06:00,23:00,95.0,128.08,25.44,0.0338,0.5692,0.2479,360,1380,0,False
Cây Cam Ngọt Coffee,cafe,1,37,761,53,,https://www.tiktok.com/@tienlendalat/video/7636201439043341586,1,10.11,,Cây Cam Ngọt,ChIJe4V0x-ATcTERHbSqtwLpzQA,"Hẻm 57 Khe Sanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9274805,108.4618828,4.8,312,,0966 936 938,https://www.facebook.com/caycamngot.dalat?mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: 07:30–18:00 | Thứ Ba: 07:30–18:00 | Thứ Tư: 07:30–18:00 | Thứ Năm: 07:30–18:00 | Thứ Sáu: 07:30–18:00 | Thứ Bảy: 07:30–18:00 | Chủ Nhật: 07:30–18:00,07:30,18:00,92.41935483870968,15.11,27.58,0.0014,0.6172,0.2477,450,1080,60,True
Bánh canh cua Luxury,chợ quán,1,13000,716100,177400,,https://www.tiktok.com/@kuti20297/video/7463821415771278610,1,94.61,,Bánh Canh Cua Luxury Đà Lạt,ChIJjWfSoh0TcTERpCcYpm_0fCs,"Lô 1A Khu Quy Hoạch Hoàng Văn Thụ, Xuân Hương - Đà Lạt, Lâm Đồng 66115, Việt Nam",11.9378906,108.4291785,4.4,355,,0966 522 955,,OPERATIONAL,Thứ Hai: 06:30–21:00 | Thứ Ba: 06:30–21:00 | Thứ Tư: 06:30–21:00 | Thứ Năm: 06:30–21:00 | Thứ Sáu: 06:30–21:00 | Thứ Bảy: 06:30–21:00 | Chủ Nhật: 06:30–21:00,06:30,21:00,100,99.61,25.85,0.0256,0.5784,0.2467,390,1260,45,True
Café Mây,cafe,6,228304,7522155,51900,,https://www.tiktok.com/@spotly.asia/video/7254176332165287170,5,1040.52,Cà phê Đà Lạt | Cafe Sân Mây | Cà phê mây Đà Lạt | Cafe treo trên sườn đồi,Café Mây,ChIJHbE6rmAScTERvxsuFj4si5A,"60 Đường Thái Phiên, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9688821,108.4806716,4.5,4,,,,OPERATIONAL,,,,100,1065.52,7.24,0.3018,0.1621,0.2459,,,60,True
Near coffee,cafe,1,163,22200,26700,,https://www.tiktok.com/@ducdodalat/video/7324336510549904658,1,12.38,,Near Coffee Đà Lạt,ChIJf0pbsBkTcTERTxWukREDhYo,"27 Bis Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9391549,108.4548822,4.5,427,2,0868 381 139,https://www.facebook.com/nearcoffee27/about_contact_and_basic_info,CLOSED_PERMANENTLY,,,,100,17.38,27.27,0.0021,0.6101,0.2453,,,60,True
Tiệm cơm nhà ngon,chợ quán,4,2438,139336,231300,,https://www.tiktok.com/@baro.phe/video/7431168879977630994 | https://www.tiktok.com/@lunmango/video/7578802070728281352,2,33.88,Quán cơm gà có nhiều loại sốt | Quán Cơm Linh Đà Lạt,Tiệm Cơm Bếp Nhà Gỗ,ChIJBWWfjSQTcTERBkGm710A8ps,"69 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9354894,108.4645355,4.8,237,,0902 996 726,,OPERATIONAL,Thứ Hai: 09:00–19:00 | Thứ Ba: 09:00–19:00 | Thứ Tư: 09:00–19:00 | Thứ Năm: 09:00–19:00 | Thứ Sáu: 09:00–19:00 | Thứ Bảy: 09:00–19:00 | Chủ Nhật: 09:00–19:00,09:00,19:00,77.77777777777779,66.37,26.27,0.0161,0.5878,0.2448,540,1140,45,True
Edin Cafe,cafe,1,2,102,126,,https://www.tiktok.com/@moonlightfloralrva/video/7638872527711915294,1,10.01,,Yên Cafe,ChIJjelZNh4TcTERc1fhF9_--b8,"264 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9504907,108.4342389,4.6,366,2,0933 765 579,,OPERATIONAL,Thứ Hai: 07:30–22:30 | Thứ Ba: 07:30–22:30 | Thứ Tư: 07:30–22:30 | Thứ Năm: 07:30–22:30 | Thứ Sáu: 07:30–22:30 | Thứ Bảy: 07:30–22:30 | Chủ Nhật: 07:30–22:30,07:30,22:30,70.58823529411764,15.01,27.16,0.0014,0.6078,0.244,450,1350,60,True
Chân gà quái thú Đà Lạt,chợ quán,1,56800,1500000,71300,,https://www.tiktok.com/@sieuanvat25/video/7239287781401398533,1,216.8,,Quán nhậu Huyền Diệu ( Chân Gà Quái Thú ),ChIJV0h-vtJscTER0FDG3Uf2s74,"16b Đường Hoàng Văn Thụ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9399205,108.4261972,4.2,241,,0397 604 601,,OPERATIONAL,Thứ Hai: 09:00–23:00 | Thứ Ba: 09:00–23:00 | Thứ Tư: 09:00–23:00 | Thứ Năm: 09:00–23:30 | Thứ Sáu: 09:00–23:30 | Thứ Bảy: 09:00–23:30 | Chủ Nhật: 09:00–23:30,09:00,23:30,75.37735849056604,221.8,23.05,0.0606,0.5159,0.2427,540,1410,45,True
Fairytale Land,địa điểm checkin,1,31900,226400,16000,,https://www.tiktok.com/@dalat_fairytale_land/video/7448631956603981074,1,64.54,,DALAT FAIRYTALE LAND,ChIJCcTm2xdtcTERLlbemsPGwVI,"Vạn Thành, Làng Hoa, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9484697,108.4029385,4.3,408,,0941 204 222,https://dalatfairytaleland.com/,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: 07:30–17:00 | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,100,69.54,25.86,0.017,0.5786,0.2417,450,1020,30,True
Tiệm Nướng Hoàng Hôn,khách sạn | nhà hàng,1,32,10400,13100,,https://www.tiktok.com/@tiemnuong.hoanghon/video/7625929424847883527,1,11.07,,Tiệm nướng Hoàng Hôn,ChIJp8dPnPITcTER4DQ0fS4zqy4,"Cổng trại giam Dã Chiến, 118 Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9381695,108.4835734,4.2,602,2,0983 680 680,https://tiemnuonghoanghon.vn/,OPERATIONAL,Thứ Hai: 14:00–22:00 | Thứ Ba: 14:00–22:00 | Thứ Tư: 14:00–22:00 | Thứ Năm: 14:00–22:00 | Thứ Sáu: 14:00–22:00 | Thứ Bảy: 14:00–22:00 | Chủ Nhật: 14:00–22:00,14:00,22:00,87.8048780487805,16.07,26.89,0.0017,0.6017,0.2417,840,1320,45,True
San Mai Dalat,cafe,2,26900,845700,34500,,https://www.tiktok.com/@review.lt7/video/7601839891789532437,2,131.47,Cafe săn mây Đà Lạt,D' Mai Xanh Dalat,ChIJT_QSh_0TcTERoKX2p7q9mfY,"12/1 Đ. Nguyễn Đình Chiểu, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.95011,108.4575228,4.8,162,,0911 583 504,http://facebook.com/maixanhdalat,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,70.58823529411764,141.47,24.45,0.0376,0.5471,0.2414,0,,60,True
Quán Lẩu và Nướng Tôm Bầu,chợ quán,1,24,860,538,,https://www.tiktok.com/@tombaudalat/video/7628930848670158101,1,10.11,,QUÁN ĂN TÀI (LẨU + NƯỚNG ĐÀ LẠT),ChIJyXdw9XITcTERCxf21nq-iaI,"31/13 3/4, Thành phố Đà Lạt, Lâm Đồng, Việt Nam",11.9227826,108.4526721,4.8,267,,0914 528 317,,OPERATIONAL,Thứ Hai: 12:00–21:00 | Thứ Ba: 12:00–21:00 | Thứ Tư: 12:00–21:00 | Thứ Năm: 12:00–21:00 | Thứ Sáu: 12:00–21:00 | Thứ Bảy: 12:00–21:00 | Chủ Nhật: 12:00–21:00,12:00,21:00,73.91304347826086,15.11,26.84,0.0014,0.6005,0.2411,720,1260,45,True
WAKEN BEANS COFFEE,cafe,1,193,5662,207,,https://www.tiktok.com/@dky.zzz0/video/7637853189676584212,1,10.76,,Waken Beans coffee & roastery,ChIJk3gRUQBtcTERtATrysyYO3k,"4 Đ. Ngô Thì Sỹ, Xuân Hương - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9332084,108.4265114,4.5,384,,,,OPERATIONAL,Thứ Hai: 06:30–22:30 | Thứ Ba: 06:30–22:30 | Thứ Tư: 06:30–22:30 | Thứ Năm: 06:30–22:30 | Thứ Sáu: 06:30–22:30 | Thứ Bảy: 06:30–22:30 | Chủ Nhật: 06:30–22:30,06:30,22:30,95.0,15.76,26.79,0.0016,0.5995,0.2408,390,1350,60,True
Tiệm cà phê nhà của Thông Đà Lạt,cafe,1,1186,90900,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7602115620703833365,1,20.28,,Tiệm cà phê Nhà Của Thông,ChIJZ1MyRIZtcTERVoz_kUiU6Iw,"Tổ 45 Khu Phố 4, Xuân Trường - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9410234,108.4769418,4.6,311,,0988 249 297,https://tiemcaphenhacuathong.com/,OPERATIONAL,Thứ Hai: 07:00–19:00 | Thứ Ba: 07:00–19:00 | Thứ Tư: 07:00–19:00 | Thứ Năm: 07:00–19:00 | Thứ Sáu: 07:00–19:00 | Thứ Bảy: 07:00–19:00 | Chủ Nhật: 07:00–19:00,07:00,19:00,73.07692307692308,25.28,26.42,0.0044,0.5911,0.2391,420,1140,60,True
Tiệm nướng mùa thu Đà Lạt,khác,1,3864,132100,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7607637946195283220,1,27.07,,Tiệm nướng Mùa Thu,ChIJT1B_Na8TcTERaQcE34cei8c,"59 Hẻm Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9226226,108.4405605,4.5,342,1,0707 907 900,,OPERATIONAL,Thứ Hai: 16:00–22:00 | Thứ Ba: 16:00–22:00 | Thứ Tư: 16:00–22:00 | Thứ Năm: 16:00–22:00 | Thứ Sáu: 16:00–22:00 | Thứ Bảy: 16:00–22:00 | Chủ Nhật: 16:00–22:00,16:00,22:00,100,32.07,26.27,0.0063,0.5878,0.2389,960,1320,45,True
Cơm Tấm,chợ quán,2,6948,234800,242400,ngon rẻ,https://www.tiktok.com/@xalachtrondaugiam/video/7562106189757156616,1,50.43,Cơm Tấm Utle | Cơm Tấm Ngon Rẻ,Cơm tấm Mơ,ChIJmwk5MAATcTER85ErV8oUSCs,"21 Nguyễn Trãi, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.942037,108.4528691,4.8,198,,0948 723 579,,OPERATIONAL,Thứ Hai: 06:00–20:30 | Thứ Ba: 06:00–20:30 | Thứ Tư: 06:00–20:30 | Thứ Năm: 06:00–20:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–20:30 | Chủ Nhật: 06:00–20:30,06:00,20:30,97.35294117647058,55.43,25.41,0.013,0.5685,0.2352,360,1230,45,True
Quán Gió,chợ quán,1,4438,293400,6621,,https://www.tiktok.com/@mai_riviu/video/7535782357450657044,0,43.78,,Quán Gió,ChIJkRlwIMcTcTER94vHb3WrWto,"184_2 Đường Bùi Thị Xuân, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.949959,108.4388952,4.5,291,,0793 201 092,https://www.facebook.com/GioTheKimchiBar/,OPERATIONAL,Thứ Hai: 16:00–22:00 | Thứ Ba: 16:00–22:00 | Thứ Tư: 16:00–22:00 | Thứ Năm: 16:00–22:00 | Thứ Sáu: 16:00–22:00 | Thứ Bảy: 16:00–22:00 | Chủ Nhật: 16:00–22:00,16:00,22:00,100,43.78,25.55,0.0096,0.5716,0.2344,960,1320,45,True
The Lake House Dalat,cafe,1,3349,264400,808,,https://www.tiktok.com/@greenleila24/video/7469306140325711122,1,39.79,,The Lake House Dalat,ChIJYf7pUqkUcTER1b8xCoYfpKI,"Vườn Thương, hồ Tuyền Lâm, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9009932,108.4339012,4.5,289,,,,CLOSED_PERMANENTLY,,,,100,44.79,25.51,0.0099,0.5709,0.2343,,,60,True
Lạc Hư Cổ Trấn,khách sạn,1,40700,1800000,123200,,https://www.tiktok.com/@tiktokgapgiquaydo/video/7607409661502967058,0,230.7,,Lạc Hư Cổ Trấn,ChIJo_sBJQATcTERA82qQAZoApM,"Đường Lâm Văn Thạnh, Đà Lạt, Lâm Đồng, Việt Nam",11.9404232,108.485043,4.1,208,,0886 843 460,,OPERATIONAL,Thứ Hai: 05:00–21:00 | Thứ Ba: 05:00–21:00 | Thứ Tư: 05:00–21:00 | Thứ Năm: 05:00–21:00 | Thứ Sáu: 05:00–21:00 | Thứ Bảy: 05:00–21:00 | Chủ Nhật: 05:00–21:00,05:00,21:00,100,230.7,21.9,0.0631,0.4901,0.2339,300,1260,0,False
Hòn Bồ,thiên nhiên,1,59,2682,3828,,https://www.tiktok.com/@dalatchillmap/video/7561792004250815764,1,10.33,,Núi Hòn Bồ,ChIJb8sML28ScTERoZjuRE044Xk,"30 dốc hòn bồ, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9736875,108.4894375,4.6,285,,0796 598 957,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,90.0,15.33,26.02,0.0015,0.5822,0.2338,0,,90,True
Vườn hoa cúc hoạ mi,thiên nhiên,1,29800,845300,216400,,https://www.tiktok.com/@dalatstatus/video/7327589103120223506,1,124.33,,Vườn dâu cúc họa mi,ChIJUcwCQqttcTERX1X2wSDOu5Y,"Ankroet, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",11.991185,108.3973923,4.3,251,,0375 155 515,,OPERATIONAL,Thứ Hai: 08:30–15:00 | Thứ Ba: 08:30–15:00 | Thứ Tư: 08:30–15:00 | Thứ Năm: 08:30–15:00 | Thứ Sáu: 08:30–15:00 | Thứ Bảy: 08:30–15:00 | Chủ Nhật: 08:30–15:00,08:30,15:00,73.6842105263158,129.33,23.78,0.0341,0.532,0.2333,510,900,90,True
đồi Măng Lin,thiên nhiên,1,69,1104,640,,https://www.tiktok.com/@elllyvo/video/7627508083354324231,1,10.18,,Đồi cỏ hồng Măng Lin,ChIJT_l8in5tcTERWwBB1HlWKco,"Đồi Mả Thánh, Măng Lin, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",11.9846912,108.3915807,4.5,318,,0977 771 100,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,75.0,15.18,25.94,0.0015,0.5805,0.2331,0,,90,True
Cà Phê Hồng Phát,cafe,5,88,2299,165,,https://www.tiktok.com/@hongphatdalat/video/7638628112892300564 | https://www.tiktok.com/@hongphatdalat/video/7635599682042957077,5,40.24,Cà Phê Hồng Phát Đà Lạt,Cafe Hồng Phát,ChIJVaruoTwTcTERrmbPJIBAfCY,"2B Hồ Tùng Mậu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9364255,108.4457565,4.5,234,,0906 777 606,,OPERATIONAL,Thứ Hai: 06:00–21:00 | Thứ Ba: 06:00–21:00 | Thứ Tư: 06:00–21:00 | Thứ Năm: 06:00–21:00 | Thứ Sáu: 06:00–21:00 | Thứ Bảy: 06:00–21:00 | Chủ Nhật: 06:00–21:00,06:00,21:00,73.33333333333334,75.32,24.57,0.0187,0.5497,0.2311,360,1260,60,True
Suối Mát,thiên nhiên,1,42,1416,2918,,https://www.tiktok.com/@vyy8234/video/7617701494036483336,1,10.18,,Suối Mơ,ChIJSWlVZisVcTER4WVokqUpWOc,"Hoa Cẩm Tú Cầu, Xuân Hương - Đà Lạt, Lâm Đồng 66100, Việt Nam",11.9016983,108.4393224,4.1,515,,0707 935 999,https://dalatreview.vn/cafe-suoi-mo-dap-tran-7-tang-da-lat.html,OPERATIONAL,Thứ Hai: 06:30–18:30 | Thứ Ba: 06:30–18:30 | Thứ Tư: 06:30–18:30 | Thứ Năm: 06:30–18:30 | Thứ Sáu: 06:30–18:30 | Thứ Bảy: 06:30–18:00 | Chủ Nhật: 06:30–18:00,06:30,18:00,80.0,15.18,25.61,0.0015,0.573,0.2301,390,1080,90,True
LIMI WORLD,địa điểm checkin,1,20,1441,1807,,https://www.tiktok.com/@quanthedulichpini/video/7433598646714748177,1,10.16,,3D World Da Lat,ChIJ-eX6my4TcTEResLMrUcQez8,"03 Đ. Lê Thị Hồng Gấm, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9423551,108.4378273,4.4,313,,0263 3546 546,https://www.facebook.com/thegioichuphinh3d,OPERATIONAL,Thứ Hai: 08:00–20:00 | Thứ Ba: 08:00–20:00 | Thứ Tư: 08:00–20:00 | Thứ Năm: 08:00–20:00 | Thứ Sáu: 08:00–20:00 | Thứ Bảy: 08:00–20:00 | Chủ Nhật: 08:00–20:00,08:00,20:00,66.66666666666667,15.16,25.3,0.0015,0.5661,0.2273,480,1200,30,True
Thác May,thiên nhiên,2,1339,93837,2300,,https://www.tiktok.com/@thacmaydalat/video/7634170169182424340,2,30.72,,Thác Cam Ly,ChIJG6o31tpscTERyc4PhsdhlzM,"WCV9+G3P, 8b Đường Hoàng Văn Thụ, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9418046,108.4208479,3.1,2928,,0263 3834 372,,OPERATIONAL,Thứ Hai: 07:00–17:00 | Thứ Ba: 07:00–17:00 | Thứ Tư: 07:00–17:00 | Thứ Năm: 07:00–17:00 | Thứ Sáu: 07:00–17:00 | Thứ Bảy: 07:00–17:00 | Chủ Nhật: 07:00–17:00,07:00,17:00,73.6842105263158,40.72,24.75,0.0088,0.5537,0.2268,420,1020,90,True
Rừng Lá Kim Cafe,cafe,1,3076,176400,200300,,https://www.tiktok.com/@tuthoreview/video/7403709530078579976,1,30.72,,RỪNG LÁ KIM CAFE,ChIJG1lIJDptcTERPF8wUnpfhxo,"Đ. An Sơn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9221457,108.4171562,4.8,169,,0946 820 468,,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,100,35.72,24.65,0.0073,0.5516,0.2251,420,1320,60,True
