place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,video_caption,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score
Ngôi nhà gỗ,homestay,1,820,114200,206400,,https://www.tiktok.com/@dichoicunghuy/video/7370692052352306439,Ngôi nhà gỗ bé xinh nằm giữa đồi thông Đà Lạt. #homestay #staycation #dalat ,1,22.24,,Nhà Mái Ngói,ChIJu6z017VtcTERCzfUnoxfbeU,"51/1 Đ. Yết Kiêu, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9489301,108.4255335,4.8,176,,,https://instagram.com/nhamaingoi.coffee,OPERATIONAL,Thứ Hai: 17:00–17:30 | Thứ Ba: 17:00–17:30 | Thứ Tư: 17:00–17:30 | Thứ Năm: 17:00–17:30 | Thứ Sáu: 17:00–17:30 | Thứ Bảy: 17:00–17:30 | Chủ Nhật: 17:00–17:30,17:00,17:30,69.56521739130434
Tiệm cơm Mêli Đà Lạt,quán ăn,1,1091,107400,5678,,https://www.tiktok.com/@quanngondalat/video/7446651507530845447,"Tiệm cơm gia đình Đà Lạt chuẩn cơm mẹ nấu. Lên Đà Lạt muốn tìm quán cơm set menu thì có thể ghé qua quán cơm gia đình lâu đời này nha!
📍Tiệm cơm Mêli Đà Lạt
#quanngondalat #tiemcommeli #quancomgiadinh #comgiadinhdalat #dalatangi #dalatangingon #dalatreview #reviewdalat #dalatfood #dalattrip #dalat #comnhangonnhat #chuancommenau #tiemcommelidalat #setmenu #lunchsetmenu ",1,21.83,,Tiệm cơm Mêli,ChIJ3ZIQSr8TcTER-GnZra5PKO8,"Hẽm 288, Đ. Bùi Thị Xuân, Xuân Hương - Đà Lạt, Lâm Đồng 660000, Việt Nam",11.9538396,108.4415793,4.5,1292,2,0888 869 333,https://www.facebook.com/tiemcommelidalat,OPERATIONAL,Thứ Hai: 11:00–00:00 | Thứ Ba: 00:00–20:00 | Thứ Tư: 11:00–20:00 | Thứ Năm: 11:00–20:00 | Thứ Sáu: 11:00–20:00 | Thứ Bảy: 11:00–20:00 | Chủ Nhật: 11:00–20:00,11:00,20:00,100
Khu du lịch Fresh Garden,địa điểm checkin,1,4403,66600,419100,,https://www.tiktok.com/@haichi121/video/7630148931460074760,Khu du lịch Fresh Garden - địa điểm vui chơi cực hấp dẫn cho các gia đình có bé nhỏ #nhahana #freshgarden #freshzoo #freshplayground #dalat ,1,21.06,,Khu du lịch Fresh Garden Dalat,ChIJzXuSUrZtcTERMCq6MmWKNTg,"90B Vạn Thành, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9476933,108.4090729,4.2,3440,,0908 974 949,https://freshdalat.vn/,OPERATIONAL,Thứ Hai: 07:30–17:30 | Thứ Ba: 07:30–17:30 | Thứ Tư: 07:30–17:30 | Thứ Năm: 07:30–17:30 | Thứ Sáu: 07:30–17:30 | Thứ Bảy: 07:30–17:30 | Chủ Nhật: 07:30–17:30,07:30,17:30,100
cafe Vùng Ngoại Ô,cafe,2,254,3324,880,,https://www.tiktok.com/@vuunique/video/7636290608453225748,Cafe Vùng Ngoại Ô . Một chiếc cafe làm rung động những tâm hồn mơ mộng ở Đà Lạt @Tiệm cà phê Vùng Ngoại Ô #dalattrip #dalat2024 #dalatstory #vungngoaiodalat #xuhuong #fyp ,2,20.59,,Nhà Của Ngoại cafe,ChIJ7ceJmS9tcTER5COtIt4_bvk,"25 Đan Kia, Lang Biang - Đà Lạt, Lâm Đồng 66107, Việt Nam",11.9792306,108.4178844,4.9,112,,0988 925 055,https://www.facebook.com/NhaCuaNgoaiCafe,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,68.57142857142857
Quán bún mộc,chợ quán,1,2253,82200,302500,,https://www.tiktok.com/@chidichilll/video/7633724109511200007,Quán bún mộc ngon tại Đà Lạt #chidichill #diadiemanuongdalat   #anuongdalat #ansangdalat #bunmocdalat,1,20.47,,"Quán bún Mộc, Thịt Vịt",ChIJR_1K8rQTcTERHyzxe6zBHY4,"2, 12 Vạn Hạnh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9625958,108.4431388,5,3,,,,OPERATIONAL,,,,87.72727272727273
The Lam,cafe,1,1465,84800,2454,,https://www.tiktok.com/@thelam35lytutrong/video/7638628543840275730,"🍲 Hè này đến Đà Lạt, Trưa thì ăn gì? Đến ngay The Lam để thưởng thức bữa cơm trưa chuẩn vị nhà
🌿 Không gian chill giữa rừng, thoáng đãng, vừa ăn vừa tận hưởng Đà Lạt mát lạnh bạn nha. 
📍 35 Lý Tự Trọng, Phường Xuân Hương, Đà Lạt.
#comtruathelam #thelamdalat #comnhadalat #anngondalat #xuhuong ",1,19.95,,The Lam,ChIJQ7IjLAATcTERBJCWUvkNW4U,"Đường Lý Tự Trọng/35 Cũ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9464031,108.438054,4.7,414,,0704 586 266,,OPERATIONAL,Thứ Hai: 04:00–21:30 | Thứ Ba: 04:00–21:30 | Thứ Tư: 04:00–21:30 | Thứ Năm: 04:00–21:30 | Thứ Sáu: 04:00–21:30 | Thứ Bảy: 04:00–21:30 | Chủ Nhật: 04:00–21:30,04:00,21:30,100
bánh mì Nga Đà Lạt,chợ quán,1,1480,81400,973,,https://www.tiktok.com/@makeuptamle/video/7021818490617187611,Ghé thăm bánh mì Nga Đà Lạt 🥖 thèm quá 😣#banhmidalat #anvatdalat #dalat #dalattrip #anngondalat #foodydalat #dalatreview #amthucdalat,1,19.62,,Bánh mì gà Nga 2,ChIJHdI365MTcTERaXV1R1wmsC4,"153 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9458174,108.4345469,4.3,44,,,,OPERATIONAL,,,,81.4814814814815
Quán Cà phê Hoa Xương Rồng,cafe,1,1977,75100,184,,https://www.tiktok.com/@caphedalat01/video/7414005832070860040,"Quán Cà phê mới sắp khai trương tại Đà Lạt cực xịn! Chắc chắn sẽ là điểm check-in hot tại Đà Lạt vào dịp sắp tới.
📍Quán Cà phê Hoa Xương Rồng
#review #dalatreview #reviewdalat #caphe #cafe #coffee #cafedalat #coffeedalat #caphedalat #quancaphedalat #quancaphe #chill #chillmusic #vibes #goodvibes #dalat #dalatchill #quancaphehoaxuongrong #hoaxuongrong #xuhuong ",1,19.49,,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,ChIJj46WxHMTcTERcfvCk3rrwv0,"89 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66117, Việt Nam",11.9337549,108.4652509,4.4,633,,0925 903 634,https://hoaxuongrong.vn/,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,80.0
Hoa Cẩm Tú Cầu,cafe,1,2359,71300,9858,,https://www.tiktok.com/@ama.vietnam.blog/video/7613373066021735687,"📍Address: Hoa Cẩm Tú Cầu, Phường 3, Đà Lạt, Lâm Đồng, Vietnam - Rừng Mơ.

Located by the river and surrounded by nature, this beautiful coffee shop offers a chill vibe that feels truly unreal. If you travel to Dalat, Vietnam, don’t miss this place.

Enjoy! 😃

#vietnamesecoffeeshop #vietnamesecafe #dalatcoffeeshop #dalatcafe #vietnamesecoffee",1,19.49,,Vườn Hoa Cẩm Tú Cầu,ChIJ50x58zMScTERbfECwVkKQqI,"Đường Tập Đoàn 7, Trại Mát, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9459911,108.5130737,4.3,1935,,0983 814 396,,OPERATIONAL,Thứ Hai: 07:00–18:00 | Thứ Ba: 07:00–18:00 | Thứ Tư: 07:00–18:00 | Thứ Năm: 07:00–18:00 | Thứ Sáu: 07:00–18:00 | Thứ Bảy: 07:00–18:00 | Chủ Nhật: 07:00–18:00,07:00,18:00,99.84848484848484
Bản Garden,chợ quán,1,685,80700,207600,,https://www.tiktok.com/@didalatcungtruc/video/7590041201357786388,"Bản Garden, tiệm cơm đồng bào ngon ở Đà Lạt #bangardendalat #didalatcungtruc #isbtalents #reviewdalat #ancungtiktok #antruadalat ",1,18.76,,BB Garden,ChIJ21UP6kkTcTER9_3zHwMKBjk,"89 Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9289521,108.4407999,3.2,80,,0948 573 583,https://www.facebook.com/profile.php?id=61558665037542&mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,84.21052631578947
Tiệm cafe của thanh xuân,cafe,1,2250,63700,208200,,https://www.tiktok.com/@heuupham95/video/7409930280238124295,"Tiệm cafe của thanh xuân 2024 
#travel #food #cafe #review #heuuulatui #dalat #learnontiktok #xuhuong #dqn ",1,18.62,,Quán Của Thời Thanh Xuân,ChIJw6D__a8TcTERqUhnflvGR7s,"9 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9308749,108.4283069,4.9,2574,1,0914 142 850,http://nhacuathoithanhxuan.com/,OPERATIONAL,Thứ Hai: 07:30–22:00 | Thứ Ba: 07:30–22:00 | Thứ Tư: 07:30–22:00 | Thứ Năm: 07:30–22:00 | Thứ Sáu: 07:30–22:00 | Thứ Bảy: 07:30–22:00 | Chủ Nhật: 07:30–22:00,07:30,22:00,70.83333333333333
Quán ăn vặt Đà Lạt,chợ quán,1,2144,61600,5678,,https://www.tiktok.com/@quanngondalat/video/7522764403435982088,"Quán ăn vặt Đà Lạt gần trung tâm thành phố!
Đây là quán ăn vặt đa dạng món ăn vặt với những món ngon lạ miệng Đà Lạt
#dalat #anvatdalat #quananvatngon #quananvatdalat #dalatreview #quanngondalat #lichtrinhdalat #quananngondalat #reviewdalat #yingdalat #anvatying #banhtrangnuongdalat ",1,18.3,,Quán ăn vặt O Chi,ChIJpWpnegATcTERTmNCkLryRhc,"2 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9407514,108.4629965,5,1,,0858 077 579,,OPERATIONAL,Thứ Hai: 15:00–00:10 | Thứ Ba: 15:00–00:10 | Thứ Tư: 15:00–00:10 | Thứ Năm: 15:00–00:10 | Thứ Sáu: 15:00–00:10 | Thứ Bảy: 15:00–00:10 | Chủ Nhật: 15:00–00:10,15:00,00:10,93.57142857142857
Tiệm Cà Phê Bình Minh Ơi Đà Lạt,cafe,1,334,78100,216000,,https://www.tiktok.com/@tiemcaphebinhminhoidalat/video/7376464212798852370,"Căn nhà gỗ của Tiệm, căn nhà ấm áp lúc nào cũng có nhạc nhẹ và ánh đèn vàng. Ở trong nhà yên tĩnh hơn, bạn có thể ngồi làm việc, đọc sách, hay đơn giản là chỉ ngồi im chuyện trò với nhau. Góc nào cũng được, miễn bạn thấy thoải mái thì đó là vị trí đẹp nhất rồi - “Tiệm Cà Phê Bình Minh Ơi Đà Lạt ❤️”#binhminhoidalat #girls #quancaphedalatviewdep #tiemcaphebinhminhoi #xuhuong ",1,18.14,,Tiệm cà phê Bình Minh Ơi,ChIJ0auSaVETcTERn_zqE5Mxz0Q,"89 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9336278,108.4647733,4.4,4053,2,0925 903 634,https://binhminhoi.vn/,OPERATIONAL,Thứ Hai: 04:30–22:00 | Thứ Ba: 04:30–22:00 | Thứ Tư: 04:30–22:00 | Thứ Năm: 04:30–22:00 | Thứ Sáu: 04:30–22:00 | Thứ Bảy: 04:30–22:00 | Chủ Nhật: 04:30–22:00,04:30,22:00,100
Petit à petit,cafe,1,1467,60200,182,,https://www.tiktok.com/@petitapetit18b/video/7325010893652102402,Petit à petit quán cà phê tại Đà Lạt sắp Grand Opening vào 18/01/2024 mời các bạn đến với chúng mình nhé 🩷 #dalat #caphedalat #cafechill #cafexinh #cafesongao #reviewcafe ,1,17.49,,Petit à petit,ChIJQ4e2sVkTcTERERSOjxsOhIA,"18B Hẻm 21 Mai Hắc Đế, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9485783,108.4298515,4.9,73,,0349 775 120,https://www.facebook.com/profile.php?id=61554814723060,OPERATIONAL,Thứ Hai: 08:00–22:00 | Thứ Ba: 08:00–22:00 | Thứ Tư: 08:00–22:00 | Thứ Năm: 08:00–22:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–22:00,08:00,22:00,100
Rừng Thông Đà Lạt,thiên nhiên,1,1389,58800,111100,,https://www.tiktok.com/@nhanphepha/video/7625482548088442132,"Trải nghiệm đạp xe, chèo sup, camp giữa rừng thông Đà Lạt #dalat #nhanphepha #chill #rungthongdalat ",1,17.27,,Rừng thông,ChIJoX7631BrcTER-n9ujZYy0u0,"VCQ6+VJH, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.8896927,108.4115993,4.6,108,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100
New Light Coffee,cafe,1,796,60300,207600,,https://www.tiktok.com/@didalatcungtruc/video/7633363595354590485,"New Light Coffee Đà Lạt, tiệm cà phê ăn sáng xinh ở trung tâm, chụp ảnh đẹp, view chill #newlightcoffeedalat #dalatcoffee #reviewdalat #didalatcungtruc #isbtalents ",1,16.83,New Light Coffee Đà Lạt,New Light Coffee Đà Lạt,ChIJ-WkCxyMTcTER2OdNh4GNxZw,"3 bis Hoàng Hoa Thám, Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9409927,108.4642694,4.6,1173,,0917 937 168,https://www.facebook.com/newlightcoffee10,OPERATIONAL,Thứ Hai: 00:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,100
Khu vườn cà phê,địa điểm checkin,1,1955,48100,6565,,https://www.tiktok.com/@kunlogg/video/7590354050130939156,"Khu vườn cà phê sáng iu thích của toiiii ☕️🫂
#vlog #kunlog #dalat ",1,16.77,,Khu Vườn Mùa Hè,ChIJ5QlCZ6MTcTERODxqPibUdc0,"27 Hẻm, 1 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9317664,108.4527627,4.6,846,2,0931 864 961,,OPERATIONAL,Thứ Hai: 08:00–18:00 | Thứ Ba: 08:00–18:00 | Thứ Tư: 08:00–18:00 | Thứ Năm: 08:00–18:00 | Thứ Sáu: 08:00–18:00 | Thứ Bảy: 08:00–18:00 | Chủ Nhật: 08:00–18:00,08:00,18:00,66.66666666666667
restaurant, nhà hàng,1,515,54800,20900,,https://www.tiktok.com/@goldiegallowaytravels/video/7332136850510859553,"We found the best restaurant in Da Lat, Vietnam 🙏🏼
.
#travellife #backpackinglife #dalatvietnam #foodporn #fyp ",0,16.0,,Tiệm ăn Đà Lạt Phố - Restaurant,ChIJMzXtGY4TcTERzanixs08VxE,"38 Đường Tăng Bạt Hổ, Xuân Hương - Đà Lạt, Lâm Đồng 66100, Việt Nam",11.9442842,108.4348971,4.7,1472,,0327 606 839,https://vietchallenge.com/restaurant,OPERATIONAL,Thứ Hai: 09:30–21:30 | Thứ Ba: 09:30–21:30 | Thứ Tư: 09:30–21:30 | Thứ Năm: 09:30–21:30 | Thứ Sáu: 09:30–21:30 | Thứ Bảy: 09:30–21:30 | Chủ Nhật: 09:30–21:30,09:30,21:30,77.5
Cafe Nhâm,cafe,1,871,50400,5758,,https://www.tiktok.com/@mehuyencunglucie/video/7635882805779614996,"Cafe Nhâm khu Thảo Điền, có bể cá cho các Em bé xem nữa nè, quán này rộng lắm, ổn nha các Mẹ #nhamcafe #khuvuichoi #cafekid #diadiemvuichoi #xuhuong ",1,15.91,,Hoa cafe,ChIJqRYAMxETcTERVxNk_i_5U3A,"49/23/3, Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9431597,108.459456,4.7,152,,0937 071 761,,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: Đóng cửa | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,70.58823529411764
bánh canh chả cá,chợ quán,1,918,46100,12600,$1.50 yummy,https://www.tiktok.com/@minutemuncher/video/7433442583302425898,$1.50 yummy bánh canh chả cá in Da Lat. Must try in the upstairs food court! #vietnam #vietfood #vietnamesestreetfood #vietnamesemukbang #whattoeatinvietnam #vietfoodie #vietnamesefood #minutemuncher ,1,15.53,,BÁNH CANH CHẢ CÁ TY - ĐÀ LẠT,ChIJsU4UQYMTcTERMmP1X_JH4Z4,"35/8 Trần Khánh Dư, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9575875,108.4401864,4.9,19,,0983 371 046,,OPERATIONAL,Thứ Hai: 15:00–21:00 | Thứ Ba: 15:00–21:00 | Thứ Tư: 15:00–21:00 | Thứ Năm: 15:00–21:00 | Thứ Sáu: 15:00–21:00 | Thứ Bảy: 15:00–21:00 | Chủ Nhật: 15:00–21:00,15:00,21:00,100
Tiệm cơm,khác,1,596,49000,199100,,https://www.tiktok.com/@trongtamdalat/video/7631396488651787528,"Tiệm cơm ngon như nhà nấu , mọi người thử ăn chưa? #dalat #ongboreviewdalat #reviewdalat ",1,15.5,,Tiệm Cơm Ny Đà Lạt,ChIJNWy8KQATcTERy9oBsfzo89k,"47 Đ. Hùng Vương, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9479156,108.4657839,5,11,,0844 327 879,,OPERATIONAL,,,,99.21052631578947
Cà phê tone đen trắng,cafe,1,1599,37600,60300,,https://www.tiktok.com/@chulamreview/video/7443678965849541889,Tiệm cà phê tone đen trắng cực xịn tại Đà Lạt#xuhuongtiktok2024 #cafesongao #reviewcafe #reviewcafesongao #cafe #quáncafeviewđẹp #cafedalat #tiktok #xuhuong #review #reviewdalat #viralvideo #chulamreview #waicafe ,1,15.36,,Cà phê Trắng Đen,ChIJP9wAgsVtcTER0igUpB_aR20,"10 Đường Bạch Đằng, Lang Biang - Đà Lạt, Lâm Đồng 02633, Việt Nam",11.9597986,108.4250682,5,5,,0966 316 169,,OPERATIONAL,Thứ Hai: 06:00–21:30 | Thứ Ba: 06:00–21:30 | Thứ Tư: 06:00–21:30 | Thứ Năm: 06:00–21:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–21:30 | Chủ Nhật: 06:00–21:30,06:00,21:30,86.48648648648648
Quán cơm gà,cà phê | nhà hàng,1,860,43000,111100,,https://www.tiktok.com/@nhanphepha/video/7620048187281263893,Quán cơm gà ngon ở Đà Lạt #dalat #nhanphepha #comgakuboc #quananngon #quanandalat ,1,15.16,,Quán Cơm Gà Xối Mỡ Như Ý,ChIJB_QVftcScTERaSBfqqpX3FI,"199 Đ. Bùi Thị Xuân, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9522048,108.439276,4.3,80,,0965 317 042,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,77.85714285714286
Al Dente,nhà hàng,1,917,42400,11300,,https://www.tiktok.com/@omsaonoi/video/7496113004753423624,Al Dente nhà hàng Ý mới mở tại Đà Lạt - tập 17 series ăn gì mùa lễ #omsaonoi #italycuisine #diadiemanuong #dalatreview #creatorsearchinsights ,1,15.16,,Aldente DaLat,ChIJlYjBtmYTcTERxDnFGGw7-EY,"49/23/3, Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9431238,108.4594517,5,218,,0817 511 422,,OPERATIONAL,Thứ Hai: 18:00–22:00 | Thứ Ba: 18:00–22:00 | Thứ Tư: 18:00–22:00 | Thứ Năm: 18:00–22:00 | Thứ Sáu: 18:00–22:00 | Thứ Bảy: 18:00–22:00 | Chủ Nhật: 18:00–22:00,18:00,22:00,93.33333333333333
Quán cà phê tone đen,cafe,1,1154,39300,9523,,https://www.tiktok.com/@chillwithvyuyennn/video/7324239184787541256,Quán cà phê tone đen đang hot tại Đà Lạt 🖤 #ThanhThoiLuotTet #dalat #fyp #dalattrip #dalatcoffee #2024 #dalattrip ,1,15.08,,Cà phê Tỏi Đen,ChIJDfFGxicTcTER-6ocP25lAmk,"15A Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9379871,108.4511778,4.6,3360,2,0968 115 005,http://cafetoiden.vn/,OPERATIONAL,Thứ Hai: 07:00–21:00 | Thứ Ba: 07:00–21:00 | Thứ Tư: 07:00–21:00 | Thứ Năm: 07:00–21:00 | Thứ Sáu: 07:00–21:00 | Thứ Bảy: 07:00–21:00 | Chủ Nhật: 07:00–21:00,07:00,21:00,70.58823529411764
Honami Farm,cafe,1,356,39900,88600,,https://www.tiktok.com/@anngoncungcam01/video/7633418157130108181,"Đà Lạt - Honami Farm 
Địa điểm, quán săn mây mới cách chợ Đà Lạt khoảng 10 phút đi xe máy rất là chill.
#xuhuong #review #coffee #sanmaydalat #dulich ",1,14.35,,Honami farm cafe,ChIJzQTnS6RtcTERhSQTFP85tbc,"Tổ 18 làng Quảng Thừa, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9168882,108.4097236,4,28,,0982 766 221,,OPERATIONAL,Thứ Hai: 06:00–18:00 | Thứ Ba: 06:00–18:00 | Thứ Tư: 06:00–18:00 | Thứ Năm: 06:00–18:00 | Thứ Sáu: 06:00–18:00 | Thứ Bảy: 06:00–18:00 | Chủ Nhật: 06:00–18:00,06:00,18:00,96.4814814814815
Pizza,khác,1,850,32300,679,,https://www.tiktok.com/@emanday_2/video/7637097038471105813,Đi ăn Pizza ở Đức Trọng cùng Anh nha 🫶🏻#pizza #anvatductrong #anvatdalat #ductrong #dalat ,0,14.08,,Pizza DALAT 24H,ChIJa9RZeywTcTERE3xaPI-uId8,"60 Hải Thượng, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9437999,108.4309361,4.3,186,,0941 919 999,https://www.foody.vn/lam-dong/pizza-dalat-24h,OPERATIONAL,Thứ Hai: 08:00–23:59 | Thứ Ba: 08:00–23:59 | Thứ Tư: 08:00–23:59 | Thứ Năm: 08:00–23:59 | Thứ Sáu: 08:00–23:59 | Thứ Bảy: 08:00–23:59 | Chủ Nhật: 08:00–23:59,08:00,23:59,86.42857142857143
Almira home,homestay,1,895,28200,6564,,https://www.tiktok.com/@kunlogg/video/7604691518573563156,"Một chiếc home ngắm hoàng hôn tui tâm đắc ở Đà Lạt | Almira home ⛅️
#homestay #dalat ",1,13.71,,Almira Home Da Lat,ChIJbUj-whgTcTERY5HNnik84N4,"Hẻm 39 Ngô Quyền, Cam Ly - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9509232,108.4297982,5,76,,0343 877 811,https://booking.getbestbooking.com/?ht=6416&lang=vi-VN&curency=VND,OPERATIONAL,,,,100
quán ăn đêm,chợ quán,1,425,29400,26600,,https://www.tiktok.com/@ducdodalat/video/7293409881950833928,"Review quán ăn đêm Đà Lạt ngon, gần chợ đêm #quanandalat #dalatangi #ducdodalat#ducdat #reviewdalat ",0,13.37,,Quán ăn đêm Đà Lạt,ChIJu-iNPDkTcTERuFk1n4rZkks,"8 Đường Mẫu Tâm, Du Sinh, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9352275,108.4206296,3.7,3,,,,OPERATIONAL,Thứ Hai: 19:00–02:00 | Thứ Ba: 19:00–02:00 | Thứ Tư: 19:00–02:00 | Thứ Năm: 19:00–02:00 | Thứ Sáu: 19:00–02:00 | Thứ Bảy: 19:00–02:00 | Chủ Nhật: 19:00–02:00,19:00,02:00,100
Cherry Pet Coffee,cafe,1,227,28300,7450,,https://www.tiktok.com/@hiakhoa/video/7326562163907235074,"Bạn có biết Đà Lạt vừa có 1 quán cafe thú cưng mới. Đây là Cherry Pet Coffee ở Tự Phước nha. Mở cửa 7:00-22:00.
#quancafedalat #dalat #dalat2024 ",1,13.06,,coffee Cherry,ChIJy8uBEQATcTERruvmQA2t6yw,"01 Đường Mê Linh, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9598042,108.4693927,,,,,,OPERATIONAL,,,,86.66666666666667
Primavera Italian Restaurant,cafe,1,366,24800,7572,,https://www.tiktok.com/@avokliv/video/7617686854049058070,"Found the best pizza in Vietnam🇻🇳🇮🇹 Primavera Italian Restaurant 📍Da Lat 

Address: 54/7 Phan Đình Phùng, Phường 1, Đà Lạt

#miraglorycoffee #miraglory #vietnam #lifeinvietnam #italyinvietnam ",1,12.85,,Primavera Italian Restaurant,ChIJ_cUHekUTcTERHJcmjYn1Vc4,"54/7 Phan Đình Phùng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9437904,108.434288,4.3,2250,2,0263 3582 018,http://www.primaveradalat.com/,OPERATIONAL,Thứ Hai: Đóng cửa | Thứ Ba: 12:00–22:00 | Thứ Tư: 12:00–22:00 | Thứ Năm: 12:00–22:00 | Thứ Sáu: 12:00–22:00 | Thứ Bảy: 12:00–22:00 | Chủ Nhật: 12:00–22:00,12:00,22:00,100
Quán cafe Thời Thanh Xuân,cafe,1,298,21500,23700,,https://www.tiktok.com/@traveleverywhere.vn/video/7399602885719346450,Quán cafe Thời Thanh Xuân nơi làm việc của các bạn khiếm thính mang lại sự yên bình ngay giữa lòng Đà Lạt #cafe #dalat #reviewdalat #reviewcafe #xuhuong #2024 #dalatdidau #checkindalat,1,12.45,,Quán Của Thời Thanh Xuân,ChIJw6D__a8TcTERqUhnflvGR7s,"9 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9308749,108.4283069,4.9,2574,1,0914 142 850,http://nhacuathoithanhxuan.com/,OPERATIONAL,Thứ Hai: 07:30–22:00 | Thứ Ba: 07:30–22:00 | Thứ Tư: 07:30–22:00 | Thứ Năm: 07:30–22:00 | Thứ Sáu: 07:30–22:00 | Thứ Bảy: 07:30–22:00 | Chủ Nhật: 07:30–22:00,07:30,22:00,93.87755102040816
