place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,video_caption,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Chuồn Chuồn,địa điểm checkin,1,317,131700,26100,,https://www.tiktok.com/@chuonchuon.dalat/video/7529030112126242055,Điểm du lịch Chuồn Chuồn - Khu tổ hợp vui chơi siêu hot mùa hè này #dalat #travel #dalatreview #dulich #checkindalat #foryou #fyp #xuhuong #viral #explore,1,23.49,,Điểm Du Lịch Chuồn Chuồn,ChIJ90NvG51rcTERf0hpAjh8qsw,"217 thôn 5, Nam Ban Lâm Hà, Lâm Đồng, Việt Nam",11.8890463,108.3492731,4.3,900,,0702 882 299,https://www.facebook.com/DLChuonChuon,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: 07:30–17:00 | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,77.85714285714286,28.49,29.26,0.0272,0.6546,0.2782,450,1020,30,True
Tiệm Cà phê bên Suối,cafe,1,126,4725,1099,,https://www.tiktok.com/@hoang.anh.822/video/7493011221671709983,"Tiệm Cà phê bên Suối #caphedalat #dalat #vietnamtrip #vietnam 
T#xuhuong #Americatiktok #tiktok",1,10.6,,Tiệm cà phê Nhà Bên Suối,ChIJn9aAZVwVcTERjo5E0d2uDKI,"3 Trúc Lâm Yên Tử, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9022833,108.444353,4.1,1311,2,34549887,https://top1dexuat.com/dia-chi-tiem-ca-phe-nha-ben-suoi-da-lat/,OPERATIONAL,Thứ Hai: 07:00–18:30 | Thứ Ba: 07:00–18:30 | Thứ Tư: 07:00–18:30 | Thứ Năm: 07:00–18:30 | Thứ Sáu: 07:00–18:30 | Thứ Bảy: 07:00–18:30 | Chủ Nhật: 07:00–18:30,07:00,18:30,90.9090909090909,15.6,29.44,0.0068,0.6586,0.2675,420,1110,60,True
The Lam,cafe,1,1465,84800,2454,,https://www.tiktok.com/@thelam35lytutrong/video/7638628543840275730,"🍲 Hè này đến Đà Lạt, Trưa thì ăn gì? Đến ngay The Lam để thưởng thức bữa cơm trưa chuẩn vị nhà
🌿 Không gian chill giữa rừng, thoáng đãng, vừa ăn vừa tận hưởng Đà Lạt mát lạnh bạn nha. 
📍 35 Lý Tự Trọng, Phường Xuân Hương, Đà Lạt.
#comtruathelam #thelamdalat #comnhadalat #anngondalat #xuhuong ",1,19.95,,The Lam,ChIJQ7IjLAATcTERBJCWUvkNW4U,"Đường Lý Tự Trọng/35 Cũ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9464031,108.438054,4.7,414,,0704 586 266,,OPERATIONAL,Thứ Hai: 04:00–21:30 | Thứ Ba: 04:00–21:30 | Thứ Tư: 04:00–21:30 | Thứ Năm: 04:00–21:30 | Thứ Sáu: 04:00–21:30 | Thứ Bảy: 04:00–21:30 | Chủ Nhật: 04:00–21:30,04:00,21:30,100,24.95,28.33,0.0216,0.634,0.2666,240,1290,60,True
Quán Cà phê Hoa Xương Rồng,cafe,1,1977,75100,184,,https://www.tiktok.com/@caphedalat01/video/7414005832070860040,"Quán Cà phê mới sắp khai trương tại Đà Lạt cực xịn! Chắc chắn sẽ là điểm check-in hot tại Đà Lạt vào dịp sắp tới.
📍Quán Cà phê Hoa Xương Rồng
#review #dalatreview #reviewdalat #caphe #cafe #coffee #cafedalat #coffeedalat #caphedalat #quancaphedalat #quancaphe #chill #chillmusic #vibes #goodvibes #dalat #dalatchill #quancaphehoaxuongrong #hoaxuongrong #xuhuong ",1,19.49,,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,ChIJj46WxHMTcTERcfvCk3rrwv0,"89 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66117, Việt Nam",11.9337549,108.4652509,4.4,633,,0925 903 634,https://hoaxuongrong.vn/,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,80.0,24.49,28.39,0.0209,0.6352,0.2666,390,1320,60,True
Tiệm cà phê Hoàng Hôn Chiều,cafe,1,50,900,63,,https://www.tiktok.com/@onenightstation/video/7551067372229102866,"Tiệm cà phê Hoàng Hôn Chiều
 📸 2024 Dec, 14
•
•
• 
#dalat #vietnam #เวียดนาม #ดาลัด #เที่ยวเวียดนาม ",1,10.14,,Tiệm cà phê Hoàng Hôn Chiều,ChIJefpt7bcTcTERPpkCD7MToVw,"Dốc số 9, Trại Mát, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9402089,108.5079402,4.1,1186,,0902 266 398,https://m.facebook.com/tiemcapheHoangHonChieu/,OPERATIONAL,Thứ Hai: 05:00–20:00 | Thứ Ba: 05:00–20:00 | Thứ Tư: 05:00–20:00 | Thứ Năm: 05:00–20:00 | Thứ Sáu: 05:00–20:00 | Thứ Bảy: 05:00–20:00 | Chủ Nhật: 05:00–20:00,05:00,20:00,100,15.14,29.02,0.0061,0.6494,0.2634,300,1200,60,True
Tiệm Trà Phụng,cafe,1,578,13200,2567,,https://www.tiktok.com/@mylinhcute510/video/7634547284160122132,"Đi Đà Lạt uống trà sữa nướng + trái cây cùng tiệm trà Phụng ☕️🌲 

#dalat #tiemtraphung #caphedalat #reviewdalat #viral ",1,11.9,,Tiệm Trà Phụng Đà Lạt,ChIJNV9IKQATcTERswubg5OlsbY,"Hẻm 59 Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9202979,108.4411736,4.2,720,,0917 761 486,https://www.facebook.com/tiemtraphungdalat,OPERATIONAL,Thứ Hai: 13:00–22:00 | Thứ Ba: 13:00–22:00 | Thứ Tư: 13:00–22:00 | Thứ Năm: 13:00–22:00 | Thứ Sáu: 13:00–23:00 | Thứ Bảy: 13:00–23:00 | Chủ Nhật: 13:00–23:00,13:00,23:00,100,16.9,27.64,0.0088,0.6184,0.2527,780,1380,60,True
Trạm Nắng,địa điểm checkin,1,32,741,6,,https://www.tiktok.com/@tramnangvuaanvuachill/video/7638631491089501458,"Đón hoàng hôn tại Trạm Nắng 😋
#tramnang #tramnangbbq #dalatangi #quannuongdalat #tramnangdalat",1,10.11,,Trạm Nắng BBQ & More,ChIJTRf1-0QTcTERjNqAvGPwKP0,"18 Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9270808,108.4409492,4.5,480,,0865 751 768,,OPERATIONAL,Thứ Hai: 15:00–22:00 | Thứ Ba: 15:00–22:00 | Thứ Tư: 15:00–22:00 | Thứ Năm: 15:00–22:00 | Thứ Sáu: 15:00–22:00 | Thứ Bảy: 15:00–22:00 | Chủ Nhật: 15:00–22:00,15:00,22:00,81.66666666666667,15.11,27.79,0.006,0.6219,0.2523,900,1320,30,True
Cây Cam Ngọt,cafe,1,15,177,123,,https://www.tiktok.com/@trangduongnehehe/video/7638165648136260884,Dẫn con gái nhỏ đi quán Cây Cam Ngọt mà mẹ thích 🍊 #mothersday #caycamngot #dalat ,1,10.03,,Cây Cam Ngọt,ChIJe4V0x-ATcTERHbSqtwLpzQA,"Hẻm 57 Khe Sanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9274805,108.4618828,4.8,311,,0966 936 938,https://www.facebook.com/caycamngot.dalat?mibextid=LQQJ4d,OPERATIONAL,Thứ Hai: 07:30–18:00 | Thứ Ba: 07:30–18:00 | Thứ Tư: 07:30–18:00 | Thứ Năm: 07:30–18:00 | Thứ Sáu: 07:30–18:00 | Thứ Bảy: 07:30–18:00 | Chủ Nhật: 07:30–18:00,07:30,18:00,100,15.03,27.57,0.0059,0.6168,0.2503,450,1080,60,True
Al Dente,nhà hàng,1,917,42400,11300,,https://www.tiktok.com/@omsaonoi/video/7496113004753423624,Al Dente nhà hàng Ý mới mở tại Đà Lạt - tập 17 series ăn gì mùa lễ #omsaonoi #italycuisine #diadiemanuong #dalatreview #creatorsearchinsights ,1,15.16,,Aldente DaLat,ChIJlYjBtmYTcTERxDnFGGw7-EY,"49/23/3, Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9431238,108.4594517,5,218,,0817 511 422,,OPERATIONAL,Thứ Hai: 18:00–22:00 | Thứ Ba: 18:00–22:00 | Thứ Tư: 18:00–22:00 | Thứ Năm: 18:00–22:00 | Thứ Sáu: 18:00–22:00 | Thứ Bảy: 18:00–22:00 | Chủ Nhật: 18:00–22:00,18:00,22:00,93.33333333333333,20.16,26.95,0.014,0.6029,0.2496,1080,1320,60,True
Ngôi nhà gỗ,homestay,1,820,114200,206400,,https://www.tiktok.com/@dichoicunghuy/video/7370692052352306439,Ngôi nhà gỗ bé xinh nằm giữa đồi thông Đà Lạt. #homestay #staycation #dalat ,1,22.24,,Nhà Mái Ngói,ChIJu6z017VtcTERCzfUnoxfbeU,"51/1 Đ. Yết Kiêu, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9489301,108.4255335,4.8,176,,,https://instagram.com/nhamaingoi.coffee,OPERATIONAL,Thứ Hai: 17:00–17:30 | Thứ Ba: 17:00–17:30 | Thứ Tư: 17:00–17:30 | Thứ Năm: 17:00–17:30 | Thứ Sáu: 17:00–17:30 | Thứ Bảy: 17:00–17:30 | Chủ Nhật: 17:00–17:30,17:00,17:30,69.56521739130434,27.24,24.85,0.0252,0.5559,0.2375,1020,1050,0,False
đồi Hòn Bồ,thiên nhiên,1,10,521,962,,https://www.tiktok.com/@huuhoang27/video/7615615255854599432,"Test Cam Mi15u ngày và đêm tại đồi Hòn Bồ Đà Lạt, xin lỗi trước vì mình không biết chụp 😅 #xiaomi #cảnhđẹpthiênnhiên  #dalat #tym #xăng ",1,10.06,,Núi Hòn Bồ,ChIJb8sML28ScTERoZjuRE044Xk,"30 dốc hòn bồ, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9736875,108.4894375,4.6,285,,0796 598 957,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,80.0,15.06,26.02,0.0059,0.5822,0.2364,0,,90,True
Banh Mi,khác,1,12,60,161,,https://www.tiktok.com/@cheftybeh/video/7345600548818767137,The best Banh Mi in Dalat,1,10.02,,Bánh Căn Mi,ChIJ6xcVPKYTcTERZP842PHFE64,"5/33 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9423839,108.4507468,4.6,252,,0989 688 711,,OPERATIONAL,Thứ Hai: 06:00–12:00 | Thứ Ba: 06:00–12:00 | Thứ Tư: 06:00–12:00 | Thứ Năm: 06:00–12:00 | Thứ Sáu: 06:00–12:00 | Thứ Bảy: 06:00–12:00 | Chủ Nhật: 06:00–12:00,06:00,12:00,66.66666666666667,15.02,25.45,0.0059,0.5695,0.2313,360,720,45,True
LIMI WORLD,địa điểm checkin,1,20,1441,0,,https://www.tiktok.com/@quanthedulichpini/video/7433598646714748177,"🌟 LIMI WORLD 🌟 – Thiên đường vui chơi tuyệt vời cho các bé tại Pi Ni Đà Lạt! 🎡
Đến LIMI WORLD, các bé sẽ được thỏa sức khám phá thế giới trò chơi đầy màu sắc với vô vàn hoạt động lý thú và sáng tạo. Đây không chỉ là nơi vui chơi mà còn giúp các bé phát triển kỹ năng và khám phá bản thân qua từng trò chơi hấp dẫn! 🎨🎠
👨‍👩‍👧‍👦 Hãy đến Pi Ni và mang lại cho bé những kỷ niệm đáng nhớ tại LIMI WORLD – nơi bé thỏa sức vui chơi và học hỏi! 🌈💖
-------------------------------
💞𝓠𝓾𝓪̂̀𝓷 𝓣𝓱𝓮̂̉ 𝓚𝓱𝓾 𝓓𝓾 𝓛𝓲̣𝓬𝓱 𝓟𝓲 𝓝𝓲 Đ𝓪̀ 𝓛𝓪̣𝓽💞
𝐴𝑑𝑑: thôn Đạ Nghịt, xã Lát, huyện Lạc Dương, tỉnh Lâm Đồng
𝐻𝑜𝑡𝑙𝑖𝑛𝑒: 02633 733888
#KDLPiNi #DulichDaLat #khamphadalat #xh #xuhuong2024tiktok❤️🌈✔️ #xuhuong2024 #dulich #dulichdalat2024 #xuhuong2024❤️ #DaLat #baby #playstation #kids #playground",1,10.16,,3D World Da Lat,ChIJ-eX6my4TcTEResLMrUcQez8,"03 Đ. Lê Thị Hồng Gấm, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9423551,108.4378273,4.4,313,,0263 3546 546,https://www.facebook.com/thegioichuphinh3d,OPERATIONAL,Thứ Hai: 08:00–20:00 | Thứ Ba: 08:00–20:00 | Thứ Tư: 08:00–20:00 | Thứ Năm: 08:00–20:00 | Thứ Sáu: 08:00–20:00 | Thứ Bảy: 08:00–20:00 | Chủ Nhật: 08:00–20:00,08:00,20:00,66.66666666666667,15.16,25.3,0.0061,0.566,0.2301,480,1200,30,True
Cơm tấm,khác,1,221,11000,770400,#giabaojewelry #congtyvangbacgiabao,https://www.tiktok.com/@congtyvangbacgiabao/video/7636600240900164871,Cơm tấm ngon Đà Lạt #giabaojewelry #congtyvangbacgiabao ,0,11.32,,Cơm tấm Mơ,ChIJmwk5MAATcTER85ErV8oUSCs,"21 Nguyễn Trãi, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.942037,108.4528691,4.8,197,,0948 723 579,,OPERATIONAL,Thứ Hai: 06:00–20:30 | Thứ Ba: 06:00–20:30 | Thứ Tư: 06:00–20:30 | Thứ Năm: 06:00–20:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–20:30 | Chủ Nhật: 06:00–20:30,06:00,20:30,97.35294117647058,11.32,25.38,0.0,0.568,0.2272,360,1230,45,True
cafe Vùng Ngoại Ô,cafe,2,254,3324,880,,https://www.tiktok.com/@vuunique/video/7636290608453225748,Cafe Vùng Ngoại Ô . Một chiếc cafe làm rung động những tâm hồn mơ mộng ở Đà Lạt @Tiệm cà phê Vùng Ngoại Ô #dalattrip #dalat2024 #dalatstory #vungngoaiodalat #xuhuong #fyp ,2,20.59,,Nhà Của Ngoại cafe,ChIJ7ceJmS9tcTER5COtIt4_bvk,"25 Đan Kia, Lang Biang - Đà Lạt, Lâm Đồng 66107, Việt Nam",11.9792306,108.4178844,4.9,112,,0988 925 055,https://www.facebook.com/NhaCuaNgoaiCafe,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,68.57142857142857,30.59,23.16,0.0306,0.5183,0.2257,420,1320,60,True
Cơm Nhà Thông,chợ quán,1,3634,303500,207600,,https://www.tiktok.com/@didalatcungtruc/video/7581337529404869909,"Tiệm cơm trưa view thông xanh ngát ở Đà Lạt, Cơm Nhà Thông gần trung tâm #comnhathong #antruadalat #comdalat #isbtalents #didalatcungtruc #reviewdalat #ancungtiktok ",1,43.98,,Cơm Nhà Thông,ChIJ79qRLwATcTER04zTN1jXIxA,"19 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9292665,108.4490897,4.5,103,,0377 703 151,,OPERATIONAL,Thứ Hai: 10:30–17:00 | Thứ Ba: 10:30–17:00 | Thứ Tư: 10:30–17:00 | Thứ Năm: 10:30–17:00 | Thứ Sáu: 10:30–17:00 | Thứ Bảy: 10:30–17:00 | Chủ Nhật: 10:30–17:00,10:30,17:00,100,48.98,20.9,0.0597,0.4676,0.2229,630,1020,45,True
Cafe Nhâm,cafe,1,871,50400,5758,,https://www.tiktok.com/@mehuyencunglucie/video/7635882805779614996,"Cafe Nhâm khu Thảo Điền, có bể cá cho các Em bé xem nữa nè, quán này rộng lắm, ổn nha các Mẹ #nhamcafe #khuvuichoi #cafekid #diadiemvuichoi #xuhuong ",1,15.91,,Hoa cafe,ChIJqRYAMxETcTERVxNk_i_5U3A,"49/23/3, Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9431597,108.459456,4.7,152,,0937 071 761,,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: Đóng cửa | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,70.58823529411764,20.91,23.64,0.0152,0.529,0.2207,450,1020,60,True
Vị Nhà,quán com,2,25155,481700,638,,https://www.tiktok.com/@vinhatiemcomdalat/video/7637004051611127047,"Người ta đi Đà Lạt để chill, còn mình ghé Vị Nhà để...ăn cơm như ở nhà. Đơn giản thôi, nhưng lại thấy dễ chịu đến lạ. 
#tiemcomvinha #comtruadalat #quancomdalat #dalat ",2,93.33,,Tiệm Cơm Vị Nhà - Đà Lạt,ChIJdSTvEaFtcTER6QyexjqIpaw,"87 Đường Tô Hiến Thành, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9284242,108.4432594,4.8,19,,0918 634 961,,OPERATIONAL,Thứ Hai: 06:00–16:00 | Thứ Ba: 06:00–16:00 | Thứ Tư: 06:00–16:00 | Thứ Năm: 06:00–16:00 | Thứ Sáu: 06:00–16:00 | Thứ Bảy: 06:00–16:00 | Chủ Nhật: 06:00–16:00,06:00,16:00,72.14285714285714,103.33,14.38,0.1459,0.3218,0.2163,360,960,45,True
Bánh Tráng Nướng Đà Lạt,khác,1,10300,399900,59800,,https://www.tiktok.com/@hoanganhdidau/video/7592237795184348424,Tiệm nướng local ở Đà Lạt 😋😋😋 #hoanganhdidau #donuongdalat ,1,60.29,,Bánh tráng nướng 68 Đà Lạt,ChIJFfLlamgTcTERvftAs5J5CJU,"57 Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9397237,108.4555282,4.9,42,,0812 336 374,,OPERATIONAL,Thứ Hai: 09:00–23:00 | Thứ Ba: 09:00–23:00 | Thứ Tư: 09:00–23:00 | Thứ Năm: 09:00–23:00 | Thứ Sáu: 09:00–23:00 | Thứ Bảy: 09:00–23:00 | Chủ Nhật: 09:00–23:00,09:00,23:00,100,65.29,18.43,0.0856,0.4124,0.2163,540,1380,45,True
Quán ăn local,khác,1,3606,294400,315300,,https://www.tiktok.com/@bananzidong/video/7585781503339138311,"Quán ăn local ở Đà Lạt món ăn chất lượng, không khí vui vẻ. #banandalat #ancungtiktok ",0,43.05,,Quán Ăn Ngon Đà Lạt,ChIJaa9b_u5tcTERo150_4pbFAM,"A22 Đường Trần Lê, Phường 4, Đà Lạt, Lâm Đồng 66115, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9373851,108.4279564,4.7,67,,0344 447 886,https://www.facebook.com/profile.php?id=100063551111664,OPERATIONAL,Thứ Hai: 11:00–02:00 | Thứ Ba: 11:00–02:00 | Thứ Tư: 11:00–02:00 | Thứ Năm: 11:00–02:00 | Thứ Sáu: 11:00–02:00 | Thứ Bảy: 11:00–02:00 | Chủ Nhật: 11:00–02:00,11:00,02:00,72.0,43.05,19.83,0.0503,0.4437,0.2077,660,1560,45,True
Da Hiông,địa điểm checkin,1,7033,283900,440,,https://www.tiktok.com/@gia_phu_10/video/7638584137577745680,Hướng dẫn đường tới rừng thông thác 7 tầng Đà Lạt | Nơi có ngọn thác 7 tầng nằm sâu trong rừng thông. Thác này mình thấy trên map để là Thác Da Hiông. Cung đường đi tới đây rất mát và đẹp. Video này hướng dẫn mọi người đoạn đường chạy xe máy. Đoạn còn lại mình sẽ đi bộ mình up video sau nha. Mọi người có dịp trải nghiệm nha! #Phudidaudo #thac7tang #dalat,1,45.42,Thác Da Hiông,Thác Da Hiông,ChIJAVDV10YXcTERVMVdFUdyVaY,"RGMF+FFF, Unnamed, Road, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.8336788,108.5236801,4.5,63,,,,OPERATIONAL,,,,91.19047619047619,50.42,18.71,0.062,0.4188,0.2047,,,30,True
Pizza,khác,1,850,32300,679,,https://www.tiktok.com/@emanday_2/video/7637097038471105813,Đi ăn Pizza ở Đức Trọng cùng Anh nha 🫶🏻#pizza #anvatductrong #anvatdalat #ductrong #dalat ,0,14.08,,Pizza DALAT 24H,ChIJa9RZeywTcTERE3xaPI-uId8,"60 Hải Thượng, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9437999,108.4309361,4.3,186,,0941 919 999,https://www.foody.vn/lam-dong/pizza-dalat-24h,OPERATIONAL,Thứ Hai: 08:00–23:59 | Thứ Ba: 08:00–23:59 | Thứ Tư: 08:00–23:59 | Thứ Năm: 08:00–23:59 | Thứ Sáu: 08:00–23:59 | Thứ Bảy: 08:00–23:59 | Chủ Nhật: 08:00–23:59,08:00,23:59,86.42857142857143,14.08,22.49,0.0044,0.5033,0.204,480,1439,45,True
Rừng Thông Đà Lạt,thiên nhiên,1,1389,58800,111100,,https://www.tiktok.com/@nhanphepha/video/7625482548088442132,"Trải nghiệm đạp xe, chèo sup, camp giữa rừng thông Đà Lạt #dalat #nhanphepha #chill #rungthongdalat ",1,17.27,,Rừng thông,ChIJoX7631BrcTER-n9ujZYy0u0,"VCQ6+VJH, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.8896927,108.4115993,4.6,108,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,22.27,21.58,0.0174,0.4829,0.2036,0,,90,True
Almira home,homestay,1,895,28200,6564,,https://www.tiktok.com/@kunlogg/video/7604691518573563156,"Một chiếc home ngắm hoàng hôn tui tâm đắc ở Đà Lạt | Almira home ⛅️
#homestay #dalat ",1,13.71,,Almira Home Da Lat,ChIJbUj-whgTcTERY5HNnik84N4,"Hẻm 39 Ngô Quyền, Cam Ly - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9509232,108.4297982,5,76,,0343 877 811,https://booking.getbestbooking.com/?ht=6416&lang=vi-VN&curency=VND,OPERATIONAL,,,,100,18.71,21.72,0.0117,0.486,0.2014,,,0,False
Petit à petit,cafe,1,1467,60200,182,,https://www.tiktok.com/@petitapetit18b/video/7325010893652102402,Petit à petit quán cà phê tại Đà Lạt sắp Grand Opening vào 18/01/2024 mời các bạn đến với chúng mình nhé 🩷 #dalat #caphedalat #cafechill #cafexinh #cafesongao #reviewcafe ,1,17.49,,Petit à petit,ChIJQ4e2sVkTcTERERSOjxsOhIA,"18B Hẻm 21 Mai Hắc Đế, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9485783,108.4298515,4.9,73,,0349 775 120,https://www.facebook.com/profile.php?id=61554814723060,OPERATIONAL,Thứ Hai: 08:00–22:00 | Thứ Ba: 08:00–22:00 | Thứ Tư: 08:00–22:00 | Thứ Năm: 08:00–22:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–22:00,08:00,22:00,100,22.49,21.09,0.0177,0.4719,0.1994,480,1320,60,True
Quán cơm niêu,chợ quán,1,11600,363300,342700,đắt,https://www.tiktok.com/@tranliendoanh_99/video/7525430430599007496,"Quán cơm niêu ngon cho mọi người khi đi Tà Nung, Đà Lạt nè #comnieudanhtien #comnieudalat #dalatangi #tanung #dalat #reviewdalat ",1,57.93,,Quán Cơm Niêu Như Ngọc,ChIJiQZwGi8TcTERjP-QvBkDWCQ,"6 Đường Nguyễn Thị Minh Khai, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9419785,108.4373147,3.5,119,,0263 3822 651,,OPERATIONAL,Thứ Hai: 06:00–20:00 | Thứ Ba: 06:00–20:00 | Thứ Tư: 06:00–20:00 | Thứ Năm: 06:00–20:00 | Thứ Sáu: 06:00–20:00 | Thứ Bảy: 06:00–20:00 | Chủ Nhật: 06:00–20:00,06:00,20:00,89.28571428571429,62.93,16.76,0.0819,0.3749,0.1991,360,1200,45,True
Vũ Homestay Đà Lạt,homestay,1,24,304,3885,"3.x.x – 4.x.x /đêm, 5.x.x – 7.x.x /đêm",https://www.tiktok.com/@vuhomestaydalat25/video/7585116320832752903,"🌿 Sen đá ở Đà Lạt – nhỏ xíu nhưng bền bỉ.
Giữa tiết trời se lạnh và nắng nhẹ, những chậu sen đá nằm yên bên hiên nhà, không cần chăm nhiều nhưng lúc nào cũng xanh. Sen đá ở Đà Lạt nhìn vậy mà rất có hồn, chậm rãi và bình thản như chính nhịp sống nơi đây.

Người ta hay nói sen đá giống con người ở Đà Lạt:
ít nói, không ồn ào, nhưng sống rất lâu và rất bền. Chỉ cần đặt cạnh cửa sổ, có nắng sáng chiếu vào là đủ để thấy một góc nhỏ bình yên.

Đà Lạt có nhiều điều giản dị như thế —
một chậu sen đá, một buổi sáng lạnh, một căn phòng nhìn ra thành phố.

Nếu anh/chị ghé Đà Lạt và muốn tìm một nơi ở yên tĩnh:

🏡 Vũ Homestay Đà Lạt – nhà gỗ vintage, phòng view kính – ban công nhìn thành phố
📍 25/34/3 Nhà Chung – Phường Xuân Hương (Phường 3 cũ)
🌸 Phòng đơn: 3.x.x – 4.x.x /đêm
🌸 Phòng đôi: 5.x.x – 7.x.x /đêm
👥 Nhận 8–12 người
🔥 Có bếp nấu & bếp nướng BBQ
🚲 Cho thuê xe máy
📞 0375.446.420 – 0399.506.311

Có những thứ nhỏ bé ở Đà Lạt,
nhưng lại làm người ta nhớ rất lâu 🌿

⸻

#SenDaDaLat #VuHomestayDaLat
#DaLatSongCham #HomestayDaLat
#GocNhoDaLat #DaLatMuaLanh",1,10.05,,Vũ Homestay Đà Lạt,ChIJKWU9c7MTcTERRTleY4nZVI8,"25/34/3, Đường Nhà Chung, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9331851,108.4382726,4.9,74,,0375 446 420,,OPERATIONAL,,,,100,15.05,21.16,0.0059,0.4734,0.1929,,,0,False
